	P9723_1001_S1_L001	P9723_1002_S2_L001	P9723_1003_S3_L001	P9723_1004_S4_L001	P9723_1005_S5_L001	P9723_1006_S6_L001	P9723_1009_S9_L001	P9723_1010_S10_L001	P9723_1011_S11_L001	P9723_1012_S12_L001	P9723_1013_S13_L001	P9723_1014_S14_L001	P9723_1015_S15_L001	P9723_1016_S16_L001	P9723_1017_S17_L001	P9723_1018_S18_L001	P9723_1019_S19_L001	P9723_1020_S20_L001	P9723_1021_S21_L001	P9723_1022_S22_L001	P9723_1023_S23_L001	P9723_1024_S24_L001	P9723_1025_S25_L001	P9723_1026_S26_L001	P9723_1027_S27_L001	P9723_1028_S28_L001	P9723_1029_S29_L001	P9723_1030_S30_L001	P9723_1031_S31_L001	P9723_1032_S32_L001	P9723_1033_S33_L001	P9723_1034_S34_L001	P9723_1035_S35_L001	P9723_1036_S36_L001	P9723_1037_S37_L001	P9723_1038_S38_L001	P9723_1039_S39_L001	P9723_1040_S40_L001	P9723_1041_S41_L001	P9723_1042_S42_L001	P9723_1043_S43_L001	P9723_1044_S44_L001	P9723_1045_S45_L001	P9723_1046_S46_L001	P9723_1047_S47_L001	P9723_1048_S48_L001	P9723_1049_S49_L001	P9723_1050_S50_L001	P9723_1051_S51_L001	P9723_1052_S52_L001	P9723_1053_S53_L001	P9723_1054_S54_L001	P9723_1055_S55_L001	P9723_1056_S56_L001	P9723_1058_S58_L001	P9723_1059_S59_L001	P9723_1060_S60_L001	P9723_1061_S61_L001	P9723_1062_S62_L001	P9723_1063_S63_L001	P9723_1064_S64_L001	P9723_1065_S65_L001	P9723_1066_S66_L001	P9723_1067_S67_L001	P9723_1068_S68_L001	P9723_1069_S69_L001	P9723_1070_S70_L001	P9723_1071_S71_L001	P9723_1072_S72_L001	P9723_1073_S73_L001	P9723_1074_S74_L001	P9723_1075_S75_L001	P9723_1077_S77_L001	P9723_1078_S78_L001	P9723_1079_S79_L001	P9723_1081_S81_L001	P9723_1082_S82_L001	P9723_1083_S83_L001	P9723_1085_S85_L001	P9723_1086_S86_L001	P9723_1087_S87_L001	P9723_1089_S89_L001	P9723_1090_S90_L001	P9723_1091_S91_L001	P9723_1093_S93_L001	P9723_1094_S94_L001	P9723_1095_S95_L001
ASV41	4325	0	0	0	4106	0	291	0	0	0	337	0	0	0	1986	0	0	0	1867	0	0	0	2	243	0	0	0	53	0	0	0	5439	0	0	0	4613	0	0	10	1086	0	0	7	1316	0	0	0	0	30	0	0	0	17	0	0	161	0	0	0	191	0	0	0	162	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV42	2253	0	0	0	1913	0	114	0	0	0	178	0	0	0	5854	0	0	0	6868	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	3836	0	0	0	4275	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	42	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV43	0	0	45	4787	0	0	0	0	35	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	553	0	0	0	6477	0	0	0	5603	0	0	0	3386	0	0	0	2580	212	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	523	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV44	1014	0	0	0	843	0	2919	0	0	24	2725	0	0	18	319	0	0	0	240	0	0	0	48	817	0	0	36	376	0	0	116	1450	0	0	94	1288	0	0	98	730	0	0	113	999	0	0	0	0	2700	0	0	0	2280	0	25	733	0	0	39	723	0	0	0	1811	0	0	0	2540	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	116	0	0	0	143	0	0	0	198	0	0	0	11650	0	0	0	12151	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV46	189	0	250	518	243	4	311	3	94	558	298	5	80	652	66	148	58	292	66	100	60	354	316	0	4	323	312	0	8	266	737	64	7	250	914	53	7	168	898	72	42	189	858	80	51	153	890	18	5	0	1045	13	20	32	30	0	0	1287	18	3	28	2177	3	16	699	2248	0	26	278	428	1381	41	343	1115	61	0	377	37	0	274	11	24	167	158	52	168	142
ASV47	0	0	8109	0	0	0	0	0	0	0	0	0	0	0	0	530	0	0	0	614	0	0	0	0	4317	0	0	0	4181	0	0	0	546	0	0	0	508	0	0	0	437	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2603	0	0	0	1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV48	0	0	1658	0	0	0	0	0	0	1308	0	0	0	1478	0	0	0	0	0	0	0	0	0	0	61	0	0	0	64	0	0	0	254	0	0	0	272	0	0	0	0	497	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	3808	0	0	3389	0	0	660	0	0	1147	0	0	1128	2644	0	1447	2986	0
ASV49	190	0	0	0	304	0	4101	0	0	0	4440	0	0	0	101	0	0	0	76	0	0	0	7	47	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	67	0	0	0	84	0	0	0	0	5786	0	0	0	5851	0	0	0	0	0	0	22	0	0	0	644	0	0	0	892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV50	0	0	0	255	30	0	31	0	0	726	32	0	0	778	0	0	146	441	30	0	174	295	95	0	0	1103	160	0	0	1295	272	0	0	444	372	0	0	297	125	0	0	2780	102	0	0	2185	908	0	0	0	1294	0	0	0	0	0	0	1300	0	0	0	1290	0	0	0	1604	0	0	0	0	159	0	24	120	0	417	92	0	645	92	0	686	249	15	900	297	17
ASV51	0	0	18203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	0	0	0	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	49	0	0	598	0	0	862	0	0	249	0	0	242	0	0
ASV52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	505	11183	0	0	404	6591	0	0	366	608	0	0	270	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	230	0	0	0	0	0	0	0	0	46	0	0	34
ASV53	399	0	0	20	300	0	988	0	0	16	908	0	0	0	170	3	0	75	155	0	0	48	135	357	0	18	129	38	0	19	718	1803	0	7	1053	1550	0	5	779	480	0	0	622	519	0	0	0	157	1608	0	7	146	1629	0	74	662	0	0	72	585	0	5	27	1631	0	6	39	2392	0	0	0	6	0	0	0	0	0	24	0	0	16	0	0	0	0	0	16
ASV54	13	7	481	23	26	5	32	37	245	47	24	39	220	42	38	42	71	41	31	32	93	73	34	0	98	40	38	0	91	58	184	66	38	43	225	24	48	40	101	5	184	78	142	12	184	57	387	0	0	1584	554	0	0	1133	0	0	1456	720	2	0	1287	668	0	0	2207	574	0	0	814	32	45	4	32	52	0	385	359	0	564	293	0	1555	35	0	1790	37	8
ASV55	0	84	56	1607	0	90	0	77	159	896	0	105	138	1024	0	131	69	1553	5	121	79	1521	0	0	75	792	0	0	54	713	0	0	106	913	0	0	162	595	0	0	50	461	0	0	66	272	432	22	0	233	529	15	0	152	8	0	409	429	6	0	293	445	0	0	657	521	0	0	217	253	213	278	175	159	268	76	126	25	156	83	16	71	431	180	74	434	131
ASV56	4173	0	0	0	4083	0	187	0	0	7	268	0	0	0	2145	0	0	0	2241	0	0	0	182	87	0	0	177	20	0	0	165	0	0	0	147	0	0	0	83	1793	0	0	51	2334	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	17	0	0	0	0	2	0
ASV57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1758	0	0	0	2544	0	0	0	0	0	0	0	0	0	0	0	1778	0	0	0	1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6171	0	0	4440	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV58	0	0	0	5	0	0	0	0	0	7	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1264	0	2	0	1047	0	0	1965	0	0	0	2099	0	0	0	33	0	0	0	40	0	0	0	0	414	0	0	388	0	0	3021	0	0	3059	0	0	2005	0	0	2357
ASV59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7239	0	0	0	10323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV60	362	0	0	0	369	0	1456	0	0	4	1288	0	0	11	108	0	0	0	122	0	0	0	377	81	0	0	312	13	0	6	1430	291	0	0	1848	160	0	0	469	311	0	0	422	458	0	0	0	203	1854	0	0	155	1650	0	387	231	0	0	353	132	0	17	291	609	0	40	316	951	0	0	20	11	0	13	22	0	9	138	0	6	132	0	3	70	0	7	42
ASV61	0	0	0	0	0	0	0	0	9858	0	0	0	7050	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	108	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	66	0	0	0	9627	0	0	0	6632	0	0	11	142	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV63	0	0	15177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944	0	0	0	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV64	0	0	897	0	0	16	0	0	0	0	0	0	0	0	0	17	0	0	0	18	0	0	0	0	6689	0	0	0	5775	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1668	0	0	0	850	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV65	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	40	0	0	0	9	0	0	0	0	11	0	99	0	0	0	109	0	0	0	18	5937	0	0	20	9610	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV66	0	0	0	0	0	0	0	0	0	10	0	0	0	0	99	0	0	0	131	0	0	0	7402	0	0	0	6567	0	0	0	35	0	0	0	85	0	0	0	769	0	0	0	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	85	0	0	0	0	0	0
ASV67	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	8564	0	0	0	5586	0	0	0	581	0	0	0	943	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5806	0	0	0	8479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	0	0	740	0	0	0	0	0	0	0	0	0	0	0	0
ASV69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	527	0	0	0	83	0	0	0	90	0	0	0	0	2538	0	0	0	2045	0	0	1502	0	0	0	1454	0	0	84	3021	0	0	87	3072	0	0	0	0	97	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0
ASV70	826	0	0	0	665	0	3390	0	0	0	2836	0	0	0	221	0	0	0	246	0	0	0	0	637	0	0	0	173	0	0	4	483	0	0	0	464	0	0	0	602	0	0	5	672	0	0	0	0	417	0	0	0	273	0	0	236	0	0	0	232	0	0	0	1015	0	0	0	1644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV71	0	20	0	16	11	0	0	7	0	103	0	11	0	177	10	114	48	256	0	64	47	236	0	0	79	227	0	0	82	274	0	0	523	798	0	0	527	681	0	0	233	74	0	0	268	64	0	0	0	0	0	0	0	0	0	0	156	0	0	0	102	313	0	0	0	357	0	11	0	545	0	1424	465	0	1595	122	0	2025	206	0	1976	10	75	215	11	102	228
ASV72	0	0	0	0	0	0	0	0	7705	0	0	0	6526	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	38	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4338	0	0	0	6284	0	0	0	0	0	0	2049	0	0	0	720	0	0	0	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV74	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	25	0	0	0	44	0	0	0	76	0	0	0	117	0	0	0	109	0	0	0	76	0	0	0	0	1139	0	0	0	1060	0	0	2682	0	0	0	2576	0	0	10	2944	0	0	14	3314	0	0	0	0	18	0	0	8	0	0	0	0	0	0	0	0	23	0	0	9
ASV75	0	0	0	260	0	0	0	0	0	6888	0	0	24	6924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0
ASV76	0	426	307	531	0	447	0	132	331	633	0	148	291	750	0	315	114	914	0	251	75	850	20	0	86	456	14	0	74	449	0	0	211	426	0	0	269	379	0	12	440	722	0	0	458	463	75	0	0	372	117	0	0	243	0	0	64	82	0	0	61	98	0	0	271	122	0	0	97	253	245	29	244	139	0	67	64	13	87	37	0	75	55	0	65	88	71
ASV77	0	0	0	0	0	0	0	0	0	113	0	0	0	108	12	0	0	134	0	0	0	105	0	8	0	27	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	37	0	0	37	26	0	0	302	0	0	0	328	0	0	11	394	0	0	0	385	0	0	0	84	3574	0	36	4280	0	711	700	0	609	772	0	66	323	0	85	370
ASV78	18	0	41	1336	24	0	20	0	75	773	54	0	0	1007	37	0	0	433	47	0	0	355	158	0	0	208	188	0	0	149	0	32	0	163	0	10	0	107	0	0	0	140	36	49	0	111	872	0	35	0	1127	0	0	0	24	15	0	230	0	11	0	85	0	0	0	70	0	34	0	42	415	123	0	250	140	520	210	0	897	137	41	906	352	143	968	317	149
ASV79	0	107	481	11	0	113	0	0	154	8	0	13	98	0	0	0	13	12	0	0	8	19	0	0	439	1121	0	0	554	979	0	0	1236	323	0	0	1231	240	0	0	1918	202	0	0	1703	123	15	0	0	21	22	0	0	0	0	0	0	57	0	0	9	39	0	0	29	82	0	0	29	524	87	0	427	45	0	336	12	0	523	0	0	154	35	0	112	20	0
ASV80	884	0	0	0	901	0	1287	0	0	0	1143	0	0	0	375	0	0	0	320	0	0	0	8	6	0	0	6	0	0	0	0	309	0	0	0	402	0	0	7	1432	0	0	9	1876	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	86	0	0	0	1297	0	0	0	2437	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	717	0	0	0	766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1851	0	0	0	1790	0	0	0	0	0	0	0	0	0	0	3272	0	0	2778	0	0	0	0	0	0	0	0	0	568	0	0	721	0
ASV82	582	0	0	0	642	0	4372	0	0	0	5019	0	0	0	533	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	6	0	0	0	21	0	0	0	0	22	0	0	0	24	0	0	0	0	0	0	0	0	0	0	150	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV83	0	47	7	10	0	40	0	39	0	0	0	43	0	0	0	22	15	0	0	14	0	0	0	0	296	0	0	0	373	0	0	0	506	0	0	0	663	5	0	0	760	0	0	0	951	0	4	0	0	386	0	0	0	290	0	0	2619	9	0	0	2718	0	0	0	933	10	0	0	659	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	39	0	0
ASV84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2414	0	0	0	3242	0	0	0	0	0	0	928	0	0	0	1920	0	0	0	2732	0	0	0	0	0	0	0	0	0	26	0	0	26	0	0	0	0	0	0	0	0
ASV85	0	0	0	0	0	0	39	0	0	0	26	0	0	0	0	0	0	6	9	0	0	0	51	0	0	0	24	0	0	0	4813	11	0	0	5643	9	0	0	21	0	0	0	9	0	0	0	0	133	16	0	0	93	23	0	0	0	0	0	0	0	0	0	8	14	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	131
ASV86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5899	0	0	0	2151	0	0	0	3025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV87	539	0	0	0	545	0	1166	0	0	0	1362	0	0	0	212	0	0	0	265	0	0	0	10	264	0	0	0	44	0	0	52	337	0	0	70	253	0	0	46	31	0	0	53	42	0	0	0	0	1687	0	0	0	1662	0	0	214	0	0	6	209	0	0	11	745	0	0	17	1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV88	0	929	283	0	0	635	0	145	280	0	0	186	184	0	0	40	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	36	0	0	0	456	0	0	11	444	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	147	0	0	0	2083	0	0	0	1255	1083	0	0	846	0	3	703	0	0	1044	0	0	0	0	0	0	0	0
ASV89	107	0	0	0	96	0	0	0	0	0	0	0	0	0	17	0	0	0	6	0	0	0	0	159	0	0	0	17	0	0	0	4836	0	0	0	2930	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1130	0	0	0	1103	0	0	0	193	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV90	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4542	0	0	5412	0	0	0	0	0	0	0	315	0	0	318	0
ASV91	0	0	0	827	0	0	0	0	0	3459	0	0	0	3787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1130	0	0	1268	0	0	0	0	0	0	0	0	0	0	0	0
ASV92	42	0	37	0	59	0	173	0	0	45	98	0	0	52	36	0	37	50	25	0	32	36	153	0	0	73	115	0	0	59	523	0	0	44	586	0	0	0	1493	0	0	269	1514	0	0	186	440	0	0	0	620	0	0	0	0	4	0	592	0	0	0	997	0	0	0	1088	0	0	0	16	65	0	15	44	0	83	81	0	111	82	0	43	139	2	0	113	0
ASV93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5276	0	0	0	4835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV94	302	0	0	0	329	0	437	0	0	0	389	0	0	0	45	0	0	0	78	0	0	0	0	1076	0	0	0	28	0	0	0	28	0	0	0	23	0	0	0	95	0	0	0	563	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	209	0	0	0	2262	0	0	0	3956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV95	0	0	10008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5247	0	0	4205	0	0	216	0	0	338	0	0	0	0	0	0	0	0
ASV97	0	0	0	323	0	0	0	0	23	1289	0	0	14	1397	0	0	14	200	0	0	20	187	0	0	0	75	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1648	0	0	0	1923	0	0	0	0	0	0	1127	0	0	0	648	0	0	0	766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	9
ASV98	427	0	0	0	304	0	18	0	0	34	0	0	0	32	1039	0	0	72	1091	0	0	45	35	0	0	0	0	0	0	19	386	0	0	0	481	0	0	0	247	68	0	0	162	74	0	0	58	0	0	0	44	0	0	0	0	408	0	295	0	426	0	0	0	23	0	0	0	40	0	0	0	188	0	0	198	0	0	240	0	0	237	0	0	1462	0	0	1522
ASV99	0	0	1591	0	0	0	0	17	1117	0	0	0	984	0	0	14	1592	0	0	0	1541	0	0	0	109	188	0	0	121	251	0	0	0	162	0	0	0	164	0	0	0	465	0	0	0	385	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	281	0	0	0	0	0	0	0	0	97	0	0	99	0
ASV100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	39	0	0	0	4872	0	0	0	4435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV101	0	0	0	41	0	0	0	0	0	81	0	0	2	81	0	0	0	2418	0	0	0	2480	0	0	0	727	0	0	0	765	0	9	0	710	0	12	0	738	0	0	0	699	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	7	0	0	12	0	0	10	0	0	97	6	0	93	5	0	0	0	0	5	5
ASV102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3793	0	0	0	2543	0	0	0	3045	0	0	0	0	0	0	0	0	0	41	0	0	51	0	0	0	0	0	0	0	0
ASV103	0	0	0	1073	0	0	0	0	0	552	0	0	0	570	0	0	0	47	0	0	0	29	0	0	0	0	0	0	0	12	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	0	0	8	15	0	0	83	0	0	709	69	0	0	1009	7	3	0	1026	8	0	0	0	386	324	0	390	316	0	64	4	0	59	0	0	1258	45	0	1304	77
ASV104	19	0	0	225	16	0	15	0	0	1939	20	0	0	1898	0	8	0	1901	10	0	0	1804	0	0	0	381	0	0	0	640	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	19	13	147	0	4	17	0	2	0	85	0	0	0	0	0	0	0	36	0	0	0	0	0	0	3	0	0	9	0	0	24	0	0	0	0	0	0	0	0
ASV105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3860	0	0	0	5311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	44	0	0	348	0	0	0	316	0	0	19	4040	0	0	27	4121	0	0	0	0	60	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0
ASV107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7272	0	0	0	830	0	0	0	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3151	0	0	0	5829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV109	0	0	37	0	0	0	0	0	140	0	0	0	148	0	0	0	3994	0	0	0	4573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV110	0	0	1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1973	0	0	0	1948	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1879	0	0	0	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
